frequency,power
0.0,0.19105449653622536
0.016666666666666413,1.00165742644989
0.033333333333332826,1.051615845721214
0.049999999999998324,0.4679582405405722
0.06666666666666565,0.26892517678700506
0.08333333333333333,0.16696826078755478
0.09999999999999665,0.10682375818781792
0.11666666666666789,0.08114890308545068
0.1333333333333313,0.06844853135367926
0.150000000000002,0.05739319466600464
0.16666666666666666,0.046567799394026305
0.1833333333333361,0.04046365633156716
0.1999999999999933,0.035518184581927154
0.21666666666665813,0.029144533128461363
0.23333333333333578,0.024076412620617556
0.25,0.020817378707253708
0.2666666666666626,0.018128569455658383
0.283333333333345,0.014324499836145674
0.300000000000004,0.012399617605784771
0.3166666666666705,0.012207705208476846
0.3333333333333333,0.011192663652827953
0.35000000000001213,0.01044364989088329
0.3666666666666722,0.010477060543297431
0.38333333333332775,0.010679664635136685
0.3999999999999866,0.009502274590496112
0.416666666666659,0.007774228649302954
0.43333333333331625,0.00691581855312979
0.4500000000000125,0.0071636463152370275
0.46666666666667156,0.007072167037506448
0.48333333333334233,0.005906872423258769
0.5,0.004346828497968277
0.5166666666666573,0.0033373684876760656
0.5333333333333252,0.0033792518972879646
0.5499999999999815,0.003487190625496894
0.56666666666669,0.0029977704936287567
0.583333333333344,0.002681933151063476
0.600000000000008,0.0029369928367942786
0.6166666666666616,0.0030815499242860885
0.633333333333341,0.003032365424635819
0.6499999999999996,0.002678758537089242
0.6666666666666666,0.0023203322885272564
0.6833333333333245,0.0021090063895398735
0.7000000000000243,0.0021496096194404046
0.7166666666666803,0.0021376742322061102
0.7333333333333444,0.0019876889813537245
0.75,0.0018833056906274262
0.7666666666666555,0.0017405764046739389
0.7833333333333182,0.001690801464671473
0.7999999999999732,0.001715168184661178
0.8166666666666642,0.0016314421111450741
0.833333333333318,0.0014029988686380653
0.8499999999999789,0.001289237232529925
0.8666666666666325,0.001259611431097695
0.8833333333333688,0.0010835694824439701
0.900000000000025,0.0009292086637840348
0.9166666666666874,0.0009452969532847712
0.9333333333333431,0.001045308122587734
0.9500000000000298,0.0009808676339851318
0.9666666666666847,0.0008512845883417921
0.9833333333333454,0.0008007241262026396
1.0,0.0007409848265157097
1.0166666666666544,0.0007635220175684399
1.0333333333333146,0.0008371430999335372
1.0499999999999687,0.0009059691305332883
1.0666666666666504,0.0008652820852783065
1.0833333333333042,0.0007898546159870277
1.099999999999963,0.0006841753771525159
1.1166666666666176,0.0006228378904268409
1.13333333333338,0.0006745192964252424
1.1500000000000392,0.00069429191458572
1.166666666666688,0.000628478945856383
1.1833333333333538,0.0005733589244601982
1.200000000000016,0.0005922804892145459
1.2166666666666872,0.0006019482226288867
1.2333333333333232,0.0005472746077837471
1.25,0.0004672569309775323
1.266666666666682,0.00040446251968996746
1.2833333333333123,0.0003616591057454495
1.2999999999999992,0.00034803279180984536
1.3166666666666422,0.00036376570844332223
1.3333333333333333,0.000435811765534691
1.3499999999999532,0.00044278110362597987
1.366666666666649,0.0003879466348799931
1.3833333333333493,0.0003384498897916809
1.4000000000000485,0.0003034374409815567
1.4166666666666576,0.0002747107124240953
1.4333333333333607,0.00023786048292223004
1.449999999999982,0.00021264370611566587
1.4666666666666888,0.00019043248039546279
1.4833333333332892,0.00018427024912349765
1.5,0.00018986297243266164
1.5166666666667146,0.00019014243795883968
1.533333333333311,0.00018951943107329132
1.5500000000000287,0.00018583317344280119
1.5666666666666365,0.00016564384186681447
1.5833333333333575,0.0001511696077673852
1.5999999999999464,0.00013832041454684034
1.6166666666666705,0.00012527756702166324
1.6333333333333284,0.00011101926864432445
1.650000000000055,0.00010212435555454265
1.666666666666636,9.703731064169086e-05
1.6833333333333655,9.604916301102966e-05
1.6999999999999578,0.00010407796997426841
1.71666666666669,0.00011505809884758807
1.733333333333265,0.00011262458277203565
1.75,9.67354859948991e-05
1.7666666666667377,8.685862485202922e-05
1.7833333333333097,8.077000509750555e-05
1.80000000000005,7.52137668704552e-05
1.8166666666666322,7.170759204393216e-05
1.8333333333333748,6.768865845716236e-05
1.849999999999941,6.346264233445785e-05
1.8666666666666862,6.050839438735954e-05
1.883333333333313,5.818357801148819e-05
1.9000000000000596,5.7347708414107064e-05
1.9166666666666203,5.629447651206492e-05
1.9333333333333693,5.560485377155742e-05
1.9499999999999398,5.5251324146375563e-05
1.9666666666666908,5.468411737419682e-05
1.9833333333332468,5.3983510904534385e-05
2.0,2.6847447952536042e-05
